Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Q1,Q2A,Q2P,Q3A,Q3P,Q4A,Q4P,Q5,Q6,Q7A,Q7P,Q8A,Q8P,Q9,Q10,Q11A,Q11P,Q12A,Q12P,Q13A,Q13P,Q14,Latecomer,NewRecruit,WrongClassif,Duplicate,Imputed
5,97010,3510,3,0.3,08Q1,,,,,,,,,2,3,3,3,3,1,2,,2,,3,,3,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,08Q4,,,,,,,,,2,3,,3,,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,09Q1,,,,,,,,,2,3,2,3,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,09Q2,,,,,,,,,2,3,3,3,3,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,09Q4,,,,,,,,,1,2,,2,,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,10Q1,,,,,,,,,1,1,1,1,1,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,11Q2,,,,,,,,,2,3,,3,,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,11Q3,,,,,,,,,2,3,3,3,2,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97010,3510,3,0.3,12Q3,,,,,,,,,1,1,1,1,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,01Q2,2,3,2,3,2,3,2,2,1,2,2,2,2,2,2,3,2,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,01Q3,2,3,,3,,3,,1,1,2,,2,,2,2,3,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,01Q4,2,3,2,3,2,3,2,2,1,1,,1,1,2,1,2,,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,02Q2,1,2,2,3,1,3,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,02Q4,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,03Q1,2,2,,3,,3,,2,1,2,,2,,2,1,2,,2,,2,,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,03Q2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,03Q3,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.45,03Q4,1,3,1,2,1,2,1,2,2,3,2,3,2,1,1,2,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,04Q1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,04Q3,1,1,1,1,1,1,1,2,2,3,3,3,3,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,04Q4,1,1,2,1,2,1,2,2,2,3,3,3,3,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,05Q1,1,1,,1,1,1,1,1,2,3,,3,2,3,1,2,,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,05Q2,1,1,,1,,1,,1,2,3,2,2,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,06Q1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,07Q1,2,3,2,3,2,3,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,07Q2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,1,2,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,07Q3,2,3,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,07Q4,2,3,1,3,1,3,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,08Q1,2,3,2,3,2,3,2,2,2,2,,2,2,2,1,2,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,08Q2,2,3,3,3,3,3,3,1,2,2,,2,,,1,2,2,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,08Q3,2,3,3,3,2,3,2,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97023,3510,4,0.44,09Q2,2,3,2,3,2,3,2,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,01Q2,1,3,,3,,3,,1,1,3,,1,,1,1,2,,3,,3,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,01Q3,1,3,2,3,2,,,2,1,1,,1,,2,1,2,,2,,,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,01Q4,1,3,,3,,,,3,1,2,,2,,2,1,2,,2,,,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,02Q1,1,1,3,2,3,1,3,3,1,1,3,1,3,3,1,1,3,1,3,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,02Q2,1,1,3,1,3,2,,1,1,1,1,1,1,3,1,1,,1,2,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97042,3510,4,0.45,02Q3,1,2,3,2,3,2,3,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,01Q3,1,2,2,2,3,2,2,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,01Q4,1,1,2,1,2,2,2,3,1,2,2,1,1,2,2,3,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,02Q1,1,2,2,2,3,3,3,3,1,1,1,1,1,3,1,3,3,3,3,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,02Q2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,02Q3,1,1,2,1,2,1,2,2,2,2,2,3,3,2,1,3,2,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,03Q1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,03Q2,1,1,2,1,2,1,2,2,1,3,2,3,2,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,03Q3,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.19,03Q4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,04Q3,1,1,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,04Q4,1,1,3,1,3,1,3,3,1,1,3,1,3,1,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,05Q1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,06Q1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,,1,,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,06Q3,1,1,2,1,2,1,2,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,06Q4,1,3,2,3,2,3,2,2,1,2,2,2,2,1,1,1,,2,,2,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97044,3510,2,0.2,07Q2,1,2,2,2,3,2,3,2,1,2,2,1,1,2,1,2,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.19,01Q3,2,3,,3,2,3,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.19,02Q2,2,3,,3,2,3,2,1,1,2,2,2,2,3,1,,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.2,04Q3,1,1,2,1,2,1,2,3,1,1,2,1,2,2,1,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.2,04Q4,1,,,1,2,1,2,3,1,,,3,2,2,1,1,,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.2,05Q1,1,1,1,1,1,1,1,3,1,,2,3,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.2,05Q2,,,,1,2,1,2,3,1,,,2,1,3,1,1,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97130,3510,2,0.2,06Q2,1,1,2,1,2,1,2,2,1,1,,1,1,2,1,1,,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,01Q2,1,1,,1,2,1,2,2,1,1,2,1,2,2,2,3,2,3,2,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,01Q4,,1,2,1,3,1,2,3,1,1,2,1,1,2,2,1,3,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,02Q1,1,2,1,3,1,1,2,3,1,1,2,1,2,3,1,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,02Q2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,3,2,3,3,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,02Q3,1,2,1,3,1,3,1,2,1,1,2,1,2,3,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,02Q4,1,3,1,3,1,3,1,2,1,2,1,3,1,2,1,2,2,3,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,03Q1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,03Q2,1,1,2,1,3,3,2,1,1,2,1,1,,,1,2,2,2,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,03Q3,,,,1,2,1,2,2,1,2,1,2,1,3,1,2,2,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.31,03Q4,1,,,1,3,1,3,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,04Q2,1,1,2,1,1,1,1,2,1,2,1,2,2,3,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,04Q3,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,04Q4,1,,,1,2,1,2,2,2,3,1,3,1,3,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,05Q1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,,,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,05Q2,1,,,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,05Q3,1,1,2,1,1,1,1,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,06Q1,1,1,2,1,2,1,2,2,1,,,1,1,2,1,2,2,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,06Q3,1,1,2,1,2,2,2,2,1,,,2,2,1,1,,,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,06Q4,1,3,1,3,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,07Q1,1,,,2,1,2,1,2,2,3,1,3,1,1,1,2,1,2,2,2,2,3,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,07Q3,1,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,2,2,,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,07Q4,2,3,1,3,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,08Q1,2,3,1,3,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,08Q2,2,3,1,3,2,3,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,08Q3,2,3,1,3,1,3,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,08Q4,2,3,2,3,3,3,3,1,1,2,2,2,2,2,2,2,3,2,3,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,09Q1,2,3,2,3,3,3,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,10Q1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,10Q4,2,1,2,3,1,3,2,2,1,2,2,2,1,2,2,3,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,11Q3,2,3,1,3,1,3,2,2,1,,,2,2,2,2,3,1,3,1,3,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,11Q4,1,,,1,2,1,2,2,1,,,1,2,2,1,,,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,12Q1,1,,,2,2,2,2,2,1,,,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,12Q2,2,,,2,1,3,1,2,2,,,3,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,12Q3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97139,3510,3,0.3,12Q4,2,2,1,3,1,3,1,2,1,,,2,2,2,1,,,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97182,3510,3,0.31,01Q4,2,3,2,2,3,3,3,2,1,1,1,1,1,2,2,3,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97182,3510,3,0.31,02Q1,2,3,2,3,2,3,3,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97182,3510,3,0.31,03Q3,2,3,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,01Q2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,01Q3,2,2,3,2,3,3,3,2,1,1,2,1,2,,1,2,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,01Q4,2,3,,3,2,3,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,02Q1,2,3,2,3,2,3,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,02Q2,2,3,3,3,3,3,3,1,2,3,3,3,3,1,2,2,2,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,02Q3,2,3,2,3,2,3,2,2,1,2,2,3,3,,1,1,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,02Q4,2,3,2,3,2,3,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,03Q1,2,3,2,3,2,3,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,03Q2,2,3,,3,2,3,2,2,1,1,,1,3,1,1,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,03Q3,2,3,1,3,1,3,3,,2,3,3,3,3,1,1,1,2,1,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.05,03Q4,,2,,2,1,3,1,,2,3,,3,3,1,1,1,,3,1,3,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,04Q1,1,1,,1,2,1,2,2,2,2,1,2,1,1,2,2,,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,04Q2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,04Q3,1,2,2,2,3,3,3,,2,2,3,2,3,,1,1,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,04Q4,1,,,1,2,2,2,3,2,,,3,3,2,1,,,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,05Q1,1,2,2,2,2,2,3,,2,3,2,3,3,,1,1,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,05Q2,1,2,2,1,2,2,3,,2,2,1,2,1,,1,2,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,05Q3,1,2,2,2,3,3,3,2,2,2,3,2,3,1,1,1,1,2,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,06Q1,1,,,2,3,2,3,2,1,,,2,3,2,1,,,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,06Q2,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,06Q3,1,3,2,2,3,3,3,,1,3,3,3,3,2,1,1,2,1,1,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,06Q4,1,2,3,3,3,3,3,,2,1,1,2,1,,1,2,2,1,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,07Q4,2,3,3,2,3,3,3,2,2,3,3,3,3,,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,08Q1,2,3,3,,,3,3,1,2,3,3,3,3,1,1,3,3,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,1,0.06,08Q2,2,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,3,0.3,08Q3,2,3,2,3,2,3,3,,2,3,2,3,2,,1,2,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97196,3510,3,0.3,09Q1,2,,,3,3,3,3,2,2,3,3,3,3,1,1,,,3,3,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,01Q2,1,2,2,2,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,01Q3,1,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,01Q4,1,1,,1,,1,,2,1,1,,1,,2,1,1,,1,,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,02Q1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,02Q2,1,1,2,1,2,1,2,3,1,1,2,1,2,2,1,1,1,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,02Q3,1,1,1,1,1,1,1,2,1,,,1,1,2,1,1,2,1,2,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,02Q4,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,03Q1,1,2,2,2,2,2,2,3,1,,,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,03Q2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.45,03Q3,1,3,1,3,1,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.44,04Q1,,2,,2,3,2,3,2,,3,2,3,2,2,,3,2,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.44,04Q2,1,,,3,2,3,2,2,1,2,2,2,2,2,1,,,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97209,3510,4,0.44,04Q4,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.31,01Q3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.31,01Q4,,,,,,,,,1,1,2,1,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.31,02Q3,,,,,,,,,1,1,1,1,1,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.31,03Q3,1,,,,,,,,1,1,1,1,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,04Q2,,,,,,,,,1,1,,1,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,04Q3,,,,,,,,,1,3,1,3,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,04Q4,,,,,,,,,1,1,1,1,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,05Q2,,,,,,,,,1,2,,2,1,1,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,06Q1,,,,,,,,,1,2,1,3,1,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,09Q1,,,,,,,,,2,2,2,3,3,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,09Q2,2,,,3,3,3,3,2,2,3,,3,,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,09Q3,,,,,,,,,2,3,,3,,2,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,10Q3,,,,,,,,,1,2,1,3,1,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,10Q4,,,,,,,,,1,2,1,3,1,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,11Q1,,,,,,,,,1,2,2,3,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,11Q2,,,,,,,,,1,2,,2,2,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97245,3510,3,0.3,12Q2,,,,,,,,,2,3,1,3,1,3,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
5,97250,3510,2,0.19,01Q4,2,3,,3,,3,,3,1,2,,2,,2,1,2,,2,,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97250,3510,2,0.19,02Q1,1,3,2,2,2,2,2,3,1,1,1,1,1,3,2,3,3,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97250,3510,2,0.2,06Q3,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,,1,,1,,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97252,3510,4,0.44,04Q1,,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97252,3510,4,0.44,05Q1,,1,1,1,1,1,1,3,,1,1,3,3,3,1,2,2,2,2,2,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
5,97252,3510,4,0.44,06Q3,,2,,2,1,2,1,2,,2,1,2,1,2,,2,1,2,1,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97252,3510,4,0.44,06Q4,,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
5,97252,3510,4,0.44,07Q1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE
