Streek,Idnr,Sektor,Gewig,Faktor,OpnameQ,Dag,Q3A,Q3P,Q8A,Q8P,Q12A,Q12P,Q4A,Q4P,Q13A,Q13P,Q5,Q9,Q14,Q1,Q6,Q10,Q2A,Q2P,Q7A,Q7P,Q11A,Q11P
2,96977,3510,5,5,2000Q3,25,2,1,2,2,2,2,1,1,2,2,3,3,2,1,1,1,1,1,1,1,2,2
5,53641,3510,7,7,2000Q3,25,3,1,1,1,1,2,3,1,2,2,1,1,2,2,1,1,3,1,1,1,2,2
5,30179,3510,7,7,2000Q3,25,2,2,1,2,2,2,2,2,2,3,3,1,2,1,1,1,2,2,1,2,2,2
9,53650,3510,6,6,2000Q3,25,3,1,1,2,3,2,3,2,3,3,1,3,2,2,1,2,3,1,1,2,3,2
6,97068,3510,8,8,2000Q3,25,3,3,1,2,3,2,3,3,1,2,1,2,2,2,1,2,2,3,1,2,2,2
2,91006,3510,8,8,2000Q3,25,1,2,1,2,2,2,1,2,2,2,2,3,2,1,1,1,1,,1,,1,
1,97351,3510,8,8,2000Q3,25,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,3,3,3,3,3,3
2,96900,3510,8,8,2000Q3,25,3,2,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,3,1,1,1,1
3,53492,3510,5,5,2000Q3,25,2,2,2,2,3,3,1,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3
1,96938,3510,9,9,2000Q3,25,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2
1,53616,3510,4,4,2000Q3,25,3,3,3,3,3,2,3,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3
1,96892,3510,5,5,2000Q3,25,,,3,3,,,,,,,,3,3,,2,2,,,2,3,3,3
1,53281,3510,9,9,2000Q3,25,2,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
1,96953,3510,7,7,2000Q3,25,2,1,3,3,3,2,3,2,2,2,1,2,1,2,2,2,2,1,3,2,3,2
1,97016,3510,8,8,2000Q3,25,,,1,1,,,1,1,,,,2,,,1,,,,1,1,,
1,96896,3510,9,9,2000Q3,25,,,1,1,,,,,,,,2,,,1,,,,1,1,,
2,53613,3510,8,8,2000Q3,25,3,3,2,2,1,1,3,2,2,1,1,3,1,2,2,1,3,3,3,3,2,2
5,97010,3510,7,7,2000Q3,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
7,53406,3510,8,8,2000Q3,25,1,1,1,1,1,1,1,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1
3,97347,3510,9,9,2000Q3,25,1,2,1,2,3,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,3,2
2,53282,3510,8,8,2000Q3,25,3,2,3,2,2,2,1,1,2,2,3,2,2,2,2,2,3,3,3,3,3,3
6,97240,3510,8,8,2000Q3,25,2,2,2,2,2,2,3,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2
1,96921,3510,2,2,2000Q3,25,,,,,3,3,,,3,3,,,1,,2,2,,,,,3,3
1,33150,3510,1,1,2000Q3,25,3,1,3,1,2,1,1,1,3,3,3,2,2,1,1,1,2,2,3,1,2,2
1,90994,3510,8,8,2000Q3,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,,1,,1,
1,96970,3510,8,8,2000Q3,25,1,1,1,1,1,1,2,3,2,3,1,3,2,1,1,1,1,1,1,1,1,1
5,97245,3510,7,7,2000Q3,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
9,31472,3510,7,7,2000Q3,25,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,2,1,2
1,97361,3510,6,6,2000Q3,25,3,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,3,3,3
4,97319,3510,8,8,2000Q3,25,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,,1,,1,
1,96952,3510,8,8,2000Q3,25,,,2,1,,,,,,,,3,,,1,,,,2,,,
4,97217,3510,6,6,2000Q3,25,1,1,2,2,3,2,1,1,,,3,2,1,2,1,2,1,1,2,2,3,3
8,97292,3510,9,9,2000Q3,25,1,1,1,1,2,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1
7,97195,3510,7,7,2000Q3,25,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1
2,97290,3510,9,9,2000Q3,25,3,3,3,3,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3
5,53337,3510,5,5,2000Q3,25,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2
5,33194,3510,6,6,2000Q3,25,1,1,1,1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,2,1
1,96947,3510,1,1,2000Q3,25,,,2,3,,,,,,,,3,,,2,,,,3,3,,
5,97209,3510,9,9,2000Q3,25,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,2,2,2,2,2
6,97006,3510,6,6,2000Q3,25,3,3,1,1,2,2,3,3,2,2,1,3,2,2,1,1,3,3,1,1,2,2
9,97222,3510,4,4,2000Q3,25,3,3,2,2,3,2,2,2,2,2,1,2,2,2,1,1,3,3,1,1,2,2
8,97021,3510,9,9,2000Q3,25,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,3,3
5,33136,3510,8,8,2000Q3,25,3,1,3,1,3,1,2,3,2,2,1,2,2,2,2,2,3,2,2,2,2,2
6,97297,3510,9,9,2000Q3,25,,,3,2,,,,,,,,2,,,1,,,,1,2,,
1,96973,3510,9,9,2000Q3,25,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1
6,97321,3510,9,9,2000Q3,25,1,1,2,2,2,2,1,1,2,2,3,2,2,1,1,1,1,1,2,2,2,2
1,30306,3510,7,7,2000Q3,25,3,1,3,2,1,1,1,1,1,1,2,2,3,1,2,1,3,1,3,2,1,1
7,33125,3510,9,9,2000Q3,25,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,3,2,3,2,2
9,97049,3510,7,7,2000Q3,25,2,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,2,2,2,3,2
6,53598,3510,9,9,2000Q3,25,1,1,2,2,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,2
5,53640,3510,3,3,2000Q3,25,,,,,,,,,,,,,,,,2,,,,,3,
3,97313,3510,8,8,2000Q2,25,1,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,2,2,2,2
6,97053,3510,9,9,2000Q2,25,3,2,3,2,3,2,3,,3,,1,2,1,2,1,1,2,2,1,2,1,2
2,97290,3510,9,9,2000Q2,25,1,1,2,2,2,2,1,1,2,2,3,2,1,1,1,2,1,1,1,1,2,2
5,33136,3510,8,8,2000Q2,25,1,1,1,1,2,2,1,1,2,2,1,3,2,2,1,2,1,1,1,1,2,2
1,97351,3510,8,8,2000Q2,25,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3
8,97350,3510,1,1,2000Q2,25,2,1,3,3,1,1,2,1,1,1,3,1,2,1,2,1,2,2,3,3,1,1
5,97334,3510,8,8,2000Q2,25,3,2,1,1,2,2,3,,3,,1,3,1,2,1,1,3,2,1,1,2,1
1,96947,3510,1,1,2000Q2,25,,,3,3,,,,,,,,3,,,2,,,,3,2,,
3,97213,3510,8,8,2000Q2,25,2,1,2,1,1,1,2,1,1,1,1,3,2,2,1,1,2,1,2,1,1,1
8,97292,3510,9,9,2000Q2,25,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2
1,33121,3510,8,8,2000Q2,25,,,,,2,2,,,2,2,,,2,,,1,,,,,2,
1,96892,3510,5,5,2000Q2,25,,,3,3,,,,,3,3,,3,3,,2,2,,,3,3,3,3
1,96938,3510,9,9,2000Q2,25,1,1,2,2,2,2,1,1,1,1,3,3,2,1,1,1,1,,1,,1,
1,96953,3510,7,7,2000Q2,25,2,2,2,2,,,2,2,,,2,3,,2,2,1,2,2,2,2,2,2
1,97016,3510,8,8,2000Q2,25,,,1,1,,,,,,,,2,,,1,,,,1,1,,
1,97232,3510,8,8,2000Q2,25,2,1,1,2,2,1,1,2,2,3,3,2,1,1,1,1,1,1,1,1,2,2
2,97267,3510,5,5,2000Q2,25,3,3,2,3,2,3,3,3,3,3,2,2,2,2,2,1,3,3,3,3,2,3
1,97361,3510,6,6,2000Q2,25,2,1,1,1,3,2,2,1,3,2,2,3,2,2,2,2,2,1,1,1,3,3
1,33150,3510,1,1,2000Q2,25,1,,2,,1,,2,,2,,3,2,2,1,1,1,1,,2,,1,
1,53392,3510,6,6,2000Q2,25,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1
2,53639,3510,9,9,2000Q2,25,1,1,1,1,1,2,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2
1,96896,3510,9,9,2000Q2,25,,,1,,,,,,,,,2,,,1,,,,1,,,
2,96900,3510,8,8,2000Q2,25,2,1,1,1,2,1,2,1,2,2,2,3,2,1,1,1,2,1,1,1,2,1
1,96921,3510,2,2,2000Q2,25,,,,,2,2,,,3,2,,,3,,,,,,,,3,3
2,96977,3510,5,5,2000Q2,25,1,2,1,2,3,2,1,2,3,2,3,3,2,1,1,2,1,1,1,1,3,2
1,97008,3510,9,9,2000Q2,25,1,1,2,2,2,2,1,1,2,2,3,2,2,2,1,2,1,1,2,2,2,2
5,97245,3510,7,7,2000Q2,25,,,1,1,,,,,,,,3,,,2,,,,2,1,,
2,91006,3510,8,8,2000Q2,25,1,,1,,1,,1,,1,,3,3,2,1,1,1,2,2,2,2,2,2
7,53406,3510,8,8,2000Q2,25,1,1,2,2,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1
1,96979,3510,5,5,2000Q2,25,2,1,1,1,1,1,,1,1,1,2,3,3,2,1,1,,,1,1,1,1
1,96937,3510,8,8,2000Q2,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1
1,97177,3510,3,3,2000Q2,25,2,1,2,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2,97055,3510,8,8,2000Q2,25,3,2,3,2,1,1,3,2,1,1,2,3,2,2,2,1,3,2,3,2,2,2
4,53465,3510,8,8,2000Q2,25,2,2,2,2,2,2,2,2,,2,2,2,2,1,1,1,1,2,1,2,1,2
4,97319,3510,8,8,2000Q2,25,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2
7,97195,3510,7,7,2000Q2,25,1,1,1,1,1,1,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1
4,53350,3510,7,7,2000Q2,25,2,2,3,2,1,1,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,1
8,53413,3510,9,9,2000Q2,25,2,2,2,2,2,2,3,3,2,2,3,3,2,2,1,1,2,2,1,1,2,2
3,97271,3510,7,7,2000Q2,25,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1,33114,3510,8,8,2000Q2,25,,,2,,,,,,,,,2,,,1,,,,3,,,
1,96951,3510,8,8,2000Q2,25,1,1,1,1,1,1,3,3,2,2,2,3,2,1,1,1,1,,1,,1,
4,97288,3510,8,8,2000Q2,25,1,2,1,2,2,2,2,2,2,2,1,3,1,1,1,1,1,2,1,2,2,2
7,33125,3510,9,9,2000Q2,25,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,,1,,2,
2,97018,3510,4,4,2000Q2,25,3,3,2,2,2,2,2,3,2,2,2,3,2,2,1,1,3,3,2,2,2,2
9,33100,3510,9,9,2000Q2,25,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1
6,53396,3510,6,6,2000Q2,25,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1
8,97108,3510,5,5,2000Q2,25,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1
5,96912,3510,9,9,2000Q2,25,2,1,2,2,2,2,1,1,2,1,3,3,2,1,1,1,1,1,1,1,2,2
6,33148,3510,7,7,2000Q2,25,1,3,1,2,2,2,1,3,2,2,3,3,2,1,1,1,1,3,1,2,2,2
6,53284,3510,6,6,2000Q2,25,2,3,1,2,2,1,2,3,2,3,1,2,2,1,1,2,2,2,1,1,3,3
6,53601,3510,9,9,2000Q2,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
6,96987,3510,9,9,2000Q2,25,1,,2,,3,,1,,2,,3,2,2,2,2,2,2,,3,,3,
2,53282,3510,8,8,2000Q2,25,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1
5,97196,3510,2,2,2000Q2,25,2,3,2,2,1,1,,,1,1,2,3,2,2,2,2,1,2,1,1,3,1
5,97139,3510,8,8,2000Q2,25,1,2,2,2,3,3,2,1,1,2,3,3,2,1,1,2,1,2,1,2,3,2
5,97042,3510,9,9,2000Q2,25,1,1,1,1,2,1,2,,2,,3,3,2,1,1,2,1,1,1,1,2,2
5,53643,3510,7,7,2000Q2,25,2,3,2,2,3,2,3,2,3,2,1,2,1,2,1,2,2,3,2,2,3,2
7,96983,3510,9,9,2000Q2,25,2,2,2,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,3
6,97246,3510,5,5,2000Q2,25,3,2,1,1,1,2,3,2,1,2,2,3,2,2,1,1,3,2,1,1,1,2
8,53372,3510,9,9,2000Q2,25,1,1,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
9,53650,3510,6,6,2000Q2,25,3,1,2,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1
6,97229,3510,9,9,2000Q2,25,1,1,2,2,2,2,1,1,2,2,2,3,2,1,1,1,1,,2,,2,
6,53391,3510,8,8,2000Q2,25,3,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,3,3,2,2,2,2
6,97068,3510,8,8,2000Q2,25,3,,2,,1,,3,,1,,2,2,2,2,1,1,3,,1,,1,
9,53313,3510,5,5,2000Q2,25,2,2,2,2,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,3
8,53545,3510,5,5,2000Q2,25,1,1,2,2,3,2,2,2,2,2,3,3,2,1,2,2,1,1,2,2,2,2
6,97270,3510,2,2,2000Q2,25,3,1,2,1,1,1,2,2,,,2,3,2,1,1,1,1,2,1,1,1,2
5,97282,3510,9,9,2000Q2,25,1,2,1,2,1,1,2,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1
8,33142,3510,8,8,2000Q2,25,1,2,1,1,2,2,1,2,2,2,3,2,2,1,1,1,1,2,1,1,2,2
5,53339,3510,9,9,2000Q2,25,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1
4,97204,3510,8,8,2000Q2,25,2,1,3,2,2,2,2,1,1,2,3,3,2,1,2,1,2,2,3,3,2,2
6,97240,3510,8,8,2000Q2,25,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1
3,53492,3510,5,5,2000Q2,25,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3
6,97146,3510,8,8,2000Q2,25,2,1,3,1,2,2,1,2,2,2,2,3,2,1,2,1,1,2,2,1,2,2
6,96992,3510,9,9,2000Q2,25,3,1,3,1,2,1,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1
6,97006,3510,6,6,2000Q2,25,1,3,1,1,1,1,1,3,1,1,1,3,2,2,1,1,1,3,1,1,1,1
6,97060,3510,9,9,2000Q2,25,3,,3,1,2,1,3,1,3,1,2,3,1,2,1,1,3,1,1,1,1,1
8,97021,3510,9,9,2000Q2,25,3,2,2,2,2,2,3,3,2,2,3,3,2,2,1,1,2,2,1,1,2,2
7,53538,3510,8,8,2000Q2,25,2,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,1,2,1,2,1
5,97023,3510,9,9,2000Q2,25,2,1,1,1,1,1,3,3,2,1,2,2,2,2,1,1,3,1,1,1,1,1
5,97209,3510,9,9,2000Q2,25,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,3,2,1
1,53616,3510,4,4,2000Q2,25,3,3,3,3,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3
4,53378,3510,6,6,2000Q2,25,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,1,1,1,2,2,1,1
1,96970,3510,8,8,2000Q2,25,1,1,1,1,3,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1,2,1
2,33155,3510,6,6,2000Q2,25,2,1,2,2,2,2,2,1,2,2,1,3,2,2,2,1,1,1,2,1,2,1
4,97326,3510,8,8,2000Q2,25,2,3,3,2,2,2,2,3,2,2,2,1,2,2,2,2,3,3,3,3,3,3
2,53613,3510,8,8,2000Q2,25,3,2,3,2,1,1,2,2,1,1,2,3,1,2,2,1,3,2,3,2,1,1
6,97289,3510,7,7,2000Q2,25,,1,3,1,3,1,,,3,1,,3,2,,2,1,,,3,2,2,2
5,97130,3510,6,6,2000Q2,25,2,1,1,1,3,2,3,1,3,2,2,2,2,1,1,2,1,1,1,1,1,1
7,53532,3510,9,9,2000Q2,25,2,1,2,2,2,2,1,1,2,2,3,3,2,1,1,1,2,2,1,1,2,2
9,31472,3510,7,7,2000Q2,25,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
6,97160,3510,9,9,2000Q2,25,2,3,2,1,2,2,2,3,2,2,3,2,2,1,1,1,1,2,1,2,2,2
6,97297,3510,9,9,2000Q2,25,,,1,,,,1,,,,,3,,,1,,1,2,1,1,,
1,96894,3510,5,5,2000Q2,25,,,2,2,,,,,,,,2,,,1,,,,1,1,,
6,97225,3510,7,7,2000Q2,25,1,3,1,1,2,2,1,1,2,2,2,3,2,1,1,2,1,3,1,1,2,2
8,97281,3510,6,6,2000Q2,25,,,1,,,,,,,,,3,,1,1,1,1,2,1,1,1,2
4,53460,3510,9,9,2000Q2,25,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2
8,30631,3510,9,9,2000Q2,25,1,1,3,2,1,1,1,1,1,1,3,2,2,1,1,1,1,,3,,1,
4,97217,3510,6,6,2000Q2,25,2,2,2,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,3,3,1,1
5,53450,3510,8,8,2000Q2,25,1,1,1,1,1,1,2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
9,97222,3510,4,4,2000Q2,25,2,1,1,2,2,2,1,3,2,2,1,3,2,2,1,1,3,2,2,2,2,2
8,33138,3510,8,8,2000Q2,25,3,2,2,1,1,2,2,2,2,2,3,2,1,2,1,1,3,2,2,2,3,2
6,97365,3510,7,7,2000Q2,25,3,2,2,2,2,2,3,2,1,1,2,1,2,2,1,1,3,3,2,2,2,2
1,97243,3510,9,9,2000Q2,25,1,1,1,1,1,1,2,3,1,3,1,2,1,2,2,2,1,1,1,1,1,1
6,97194,3510,5,5,2000Q2,25,1,2,1,1,3,3,1,2,3,3,2,3,2,1,1,2,2,2,1,1,3,3
2,53293,3510,9,9,2000Q2,25,1,3,2,2,2,1,1,2,2,3,3,2,1,2,2,1,1,3,2,2,2,2
6,30084,3510,4,4,2000Q2,25,2,1,1,1,2,2,3,1,3,2,2,2,1,2,1,2,3,1,1,1,3,2
8,97231,3510,3,3,2000Q2,25,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,,1,
6,97285,3510,8,8,2000Q2,25,1,1,1,1,2,1,1,1,2,2,3,3,3,1,1,1,1,2,1,1,2,1
1,30306,3510,7,7,2000Q2,25,1,3,3,1,1,1,2,2,1,1,3,2,3,1,2,1,1,2,2,2,1,1
5,53641,3510,7,7,2000Q2,25,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,3,1,2,1,1,1
8,33122,3510,9,9,2000Q2,25,3,2,1,2,1,1,3,2,1,2,1,1,2,2,1,1,3,3,1,1,1,1
8,97230,3510,3,3,2000Q2,25,,,,,,,,,,,,,,1,1,1,1,,1,,1,
1,97243,3510,9,9,2000Q1,25,1,1,1,1,1,1,2,1,2,1,2,3,2,2,1,2,1,1,1,1,2,1
1,97008,3510,9,9,2000Q1,25,1,1,3,1,2,2,3,1,2,2,2,3,2,2,1,2,2,1,2,2,2,2
1,97016,3510,8,8,2000Q1,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
1,97264,3510,8,8,2000Q1,25,1,,1,,2,,1,,2,,3,3,2,1,1,2,,,,,,
1,53619,3510,5,5,2000Q1,25,2,1,1,1,1,1,2,1,1,1,3,3,2,2,1,1,3,1,1,1,1,
1,97177,3510,3,3,2000Q1,25,1,1,1,1,2,1,1,1,2,2,2,3,1,2,2,2,1,1,1,1,1,1
1,96953,3510,7,7,2000Q1,25,1,1,2,2,2,2,1,1,3,3,3,3,1,1,1,1,2,2,2,2,2,2
1,96937,3510,8,8,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,2
1,96938,3510,9,9,2000Q1,25,3,3,2,2,1,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1
1,96896,3510,9,9,2000Q1,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
1,33121,3510,8,8,2000Q1,25,,,,,2,,,,2,,,,2,,,1,,,,,1,1
8,97281,3510,6,6,2000Q1,25,,,1,1,,,,,,,,3,,,1,,,,1,,,
6,97068,3510,8,8,2000Q1,25,3,1,1,1,1,1,3,1,1,1,1,3,2,2,1,1,3,,1,1,1,1
6,97144,3510,8,8,2000Q1,25,,,,,,,,,2,2,2,2,3,2,2,2,,,3,2,3,2
6,97257,3510,8,8,2000Q1,25,3,1,3,,3,2,1,2,2,2,1,3,2,1,1,1,2,2,2,2,2,2
5,97139,3510,8,8,2000Q1,25,1,1,2,1,3,1,1,1,3,2,3,3,2,1,1,2,1,1,1,2,2,2
6,97002,3510,7,7,2000Q1,25,1,1,1,1,2,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2
8,30631,3510,9,9,2000Q1,25,3,1,1,2,1,2,1,,1,,3,2,2,1,1,1,1,,1,,1,
5,96912,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1
3,96914,3510,2,2,2000Q1,25,1,,1,,1,,1,,1,,2,2,2,2,2,2,1,1,1,1,1,1
1,53616,3510,4,4,2000Q1,25,3,2,3,3,,,2,2,,,2,3,2,2,2,2,3,3,3,3,2,1
5,97282,3510,9,9,2000Q1,25,1,1,1,1,2,1,1,1,2,2,3,3,1,1,1,2,1,1,1,1,2,2
2,97055,3510,8,8,2000Q1,25,3,3,3,3,1,1,3,3,1,1,3,3,2,2,2,1,3,3,3,3,1,1
1,96947,3510,1,1,2000Q1,25,,,2,1,,,,,,,,3,,,1,,,,1,1,,
6,97060,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,1,2,1,3,3,2,1,1,2,1,1,1,1,2,1
8,53413,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2
5,97023,3510,9,9,2000Q1,25,2,1,1,1,2,1,3,1,3,1,3,3,3,2,1,2,1,1,1,1,1,1
2,53613,3510,8,8,2000Q1,25,2,2,3,3,2,2,2,2,2,2,2,3,1,2,2,1,2,2,3,3,1,1
1,53392,3510,6,6,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,3,,1,1,1,1,,1,,1,
3,97347,3510,9,9,2000Q1,25,1,1,2,2,2,2,1,1,2,2,3,3,2,1,1,1,1,1,2,2,2,2
8,97108,3510,5,5,2000Q1,25,2,,1,,2,,2,,2,,2,2,2,1,1,1,1,,1,,2,
5,53123,3510,9,9,2000Q1,25,,,,,1,,,,1,,,,2,,,1,,,,,1,
8,97292,3510,9,9,2000Q1,25,1,1,1,1,2,2,1,1,2,2,3,3,2,1,1,1,1,1,1,1,2,1
5,97196,3510,2,2,2000Q1,25,1,2,1,2,1,2,1,1,1,2,3,3,2,1,1,1,1,2,1,2,2,2
6,97082,3510,8,8,2000Q1,25,1,1,2,2,1,1,1,1,1,2,3,2,1,1,2,1,1,1,2,2,1,1
6,96987,3510,9,9,2000Q1,25,2,1,2,1,2,1,3,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2
4,53465,3510,8,8,2000Q1,25,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,1,3,2,3,2,2,2
4,97319,3510,8,8,2000Q1,25,1,1,1,1,2,2,1,1,2,1,2,2,3,1,1,2,1,1,2,2,3,3
2,33155,3510,6,6,2000Q1,25,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1
5,97067,3510,8,8,2000Q1,25,1,1,3,2,3,3,1,1,3,3,2,3,2,1,1,2,1,1,1,1,3,3
4,53460,3510,9,9,2000Q1,25,2,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,,1,,1,
8,53372,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,2,1,,1,,1,
5,97369,3510,6,6,2000Q1,25,,,,,2,2,,,2,2,,,1,,,1,,,,,2,2
5,97042,3510,9,9,2000Q1,25,1,1,2,2,2,2,1,1,2,2,3,3,2,1,1,2,1,1,2,2,2,2
4,97217,3510,6,6,2000Q1,25,2,2,3,3,1,1,1,1,1,1,3,2,2,2,1,1,1,1,2,2,1,1
2,97290,3510,9,9,2000Q1,25,1,1,2,2,3,3,1,1,3,3,3,3,2,1,2,2,1,1,2,2,3,3
8,33122,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1
6,96956,3510,8,8,2000Q1,25,,,1,1,,,,,,,,3,,,1,,,,1,,,
2,53293,3510,9,9,2000Q1,25,2,1,3,1,2,2,2,2,2,2,3,3,2,2,2,2,2,1,3,1,3,2
3,53492,3510,5,5,2000Q1,25,1,1,1,1,2,2,1,1,2,2,2,3,2,1,1,1,1,1,1,1,2,2
3,53444,3510,3,3,2000Q1,25,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1
6,53601,3510,9,9,2000Q1,25,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
5,53643,3510,7,7,2000Q1,25,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2
4,53378,3510,6,6,2000Q1,25,1,1,3,2,1,1,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,1
2,96977,3510,5,5,2000Q1,25,1,2,1,2,2,2,1,2,1,2,2,3,2,1,1,1,1,2,1,2,2,2
7,30521,3510,9,9,2000Q1,25,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2
5,97245,3510,7,7,2000Q1,25,,,1,1,,,,,,,,3,,,2,,,,3,3,,
5,97010,3510,7,7,2000Q1,25,,,1,1,,,,,,,,3,,,1,,,,1,1,,
6,53391,3510,8,8,2000Q1,25,2,1,2,1,3,1,3,1,3,1,3,3,2,2,2,2,3,1,3,1,3,1
5,96913,3510,9,9,2000Q1,25,1,1,2,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,2,2,2,2
4,53350,3510,7,7,2000Q1,25,1,1,2,1,2,1,1,1,2,1,2,3,2,2,2,2,1,1,1,1,2,1
4,53461,3510,8,8,2000Q1,25,1,2,1,2,1,1,1,2,1,1,2,3,2,1,1,1,1,,1,,1,
